"english","mr","hi","decision","reviewer","occurrences","first_path","first_line","first_kind","text_sha256"
"Module PIN setting could not be saved","मॉड्यूल पिन सेटिंग सेव्ह करणे शक्य झाले नाही","मॉड्यूल पिन सेटिंग सहेजी नहीं जा सकी","translate","sagarbora91","1","www/index.html","2191","script-message","1cf46553d116df620e00dc52acfe2a659886925255fbcf05940c26b8f1e7634a"
"Module was not opened","मॉड्यूल उघडले नाही","मॉड्यूल नहीं खोला गया","translate","sagarbora91","1","www/index.html","2214","script-message","cdd770f586940d5f9a3fe2ecc0d7006245fe5d5e85166f6a6459248d321aafed"
"Owner name cleared","मालकाचे नाव साफ केले","स्वामी का नाम साफ़ किया गया","translate","sagarbora91","1","www/index.html","2658","script-message","ce6ae4980b6b2485997cd378e13414abaceb32f04b2c7c703afd752ba4b63b44"
"Cross-module sync run","क्रॉस-मॉड्यूल सिंक रन","क्रॉस-मॉड्यूल सिंक रन","translate","sagarbora91","1","www/index.html","2767","script-message","60672af76621ab1bbc68a462cd5b1b443094aeb740f70ec4506203acba0adc62"
"Integration bridge not loaded in this view","या दृश्यात इंटिग्रेशन ब्रिज लोड केलेला नाही","इस दृश्य में एकीकरण ब्रिज लोड नहीं किया गया","translate","sagarbora91","1","www/index.html","2768","script-message","5dd3861267e8af3dca8c708ab9ebd2af5ab273450fb1e2cedb09029f14ef9242"
"Integration rules saved","एकत्रीकरणाचे नियम जतन केले","एकीकरण नियम सहेजे गए","translate","sagarbora91","1","www/index.html","2851","script-message","b5ff5b7c14196325bb4a667080b1a501fc4b32b54e4019a3eb95792b4a58038a"
"Enter a brand name","ब्रँड नाव प्रविष्ट करा","एक ब्रांड नाम दर्ज करें","translate","sagarbora91","1","www/index.html","2891","script-message","ef78e9f822956828aa1f6e5dbee2ff4da301805cea28fcffefb70878dc1a35f6"
"Enter a vendor name","विक्रेत्याचे नाव एंटर करा","विक्रेता का नाम दर्ज करें","translate","sagarbora91","1","www/index.html","2892","script-message","82e5ea0145203903804ca3b05f07419ae48fb8de7228f9c8fdfc50e66677b559"
"Enter a customer name","ग्राहकाचे नाव एंटर करा","ग्राहक का नाम दर्ज करें","translate","sagarbora91","1","www/index.html","2893","script-message","cfe7f2109dc087131613ebb268d7e57f3ba06934ea538746addc0bf207c2f453"
"Already in the master","आधीच मास्टर मध्ये","पहले से ही मास्टर में","translate","sagarbora91","1","www/index.html","2897","script-message","d53c8278915df5a25c01d48eb603b9116549140ee3edf3137b52f1937ba19158"
"Imported — brands +","आयात केलेले — ब्रँड +","आयातित - ब्रांड +","translate","sagarbora91","1","www/index.html","2919","script-message","fe999d8bd400fc3fb269274168ecf46c109e1b11ad594213f4305d2d675f78be"
"Acting as","म्हणून काम करत आहे","के रूप में अभिनय कर रहे हैं","translate","sagarbora91","1","www/index.html","3084","element:label","262a098dffb5619f371f4ecc46091c13ed8c99d19c9f99a71848488df1577bbc"
"— nobody —","- कोणीही -","- कोई नहीं -","translate","sagarbora91","1","www/index.html","3086","element:label","f0153124daa59916c1ce7224489aae4cba2ce93e24e0c069c80ba7cc82c1db77"
"Day closed ✓","दिवस बंद ✓","दिन बंद ✓","translate","sagarbora91","1","www/index.html","3202","script-message","aef156a358743c6f2cf0fb392efcc9b4fef1b9b06fd70b45028d2852149a8784"
"Brief shared —","थोडक्यात शेअर केले -","संक्षिप्त साझा किया गया -","translate","sagarbora91","1","www/index.html","3203","script-message","19cb2e8e97c787f9eaaf1ab80508f6006a3626d3d2e5278ae4601d720212909b"
"Share again 📲 Share owner brief on WhatsApp","पुन्हा शेअर करा 📲 मालकाची माहिती व्हाट्सएपवर शेअर करा","फिर से साझा करें 📲 व्हाट्सएप पर मालिक की संक्षिप्त जानकारी साझा करें","translate","sagarbora91","1","www/index.html","3230","element:button","f4a61c5178ec087b0bfe753c7abee6afa4059cac899d9e5761d4b1cc5f0812d3"
"1wk","1 आठवडा","1सप्ताह","translate","sagarbora91","1","www/index.html","3531","element:button","ab7b7a04808bf9206152e739371c17b93bb432d0e33bcb031d426f28bde5f9e8"
"Find a report — cash, queue, leave","एक अहवाल शोधा — रोख, रांग, सोडा","एक रिपोर्ट ढूंढें - नकद, कतार, छुट्टी","translate","sagarbora91","1","www/index.html","3861","attribute:placeholder","4d4474dd0a4462e6779d9f754ca527d47d6263f5827cd7a5b8656eb39676984a"
"Business today","आज व्यवसाय","आज व्यवसाय","translate","sagarbora91","1","www/index.html","3952","element:summary","4476d03f0b9de98282b453689f3dd9d0299da1667ce74374ce89fd62bae422ab"
"Send owner digest","मालक डायजेस्ट पाठवा","स्वामी डाइजेस्ट भेजें","translate","sagarbora91","1","www/index.html","3962","element:button","ef6cf020c771d9a322c2b58dbe58de94626f0e2024c7b6fb37c6cfc477da6e8b"
"Copy text","मजकूर कॉपी करा","पाठ कॉपी करें","translate","sagarbora91","1","www/index.html","3973","element:button","b0ac9cea86878b84b24131ccd5ed5979ed5c199e0a62f88fc1d1aed77723b53a"
"walk-in s","वॉक-इन एस","वॉक-इन एस","translate","sagarbora91","1","www/index.html","3979","element:summary","336aee2661b88b8c9c2b6e8e16d4fcdb9730289a10e4f88bc27278249d1845da"
"Sales · / closed","विक्री · / बंद","बिक्री · / बंद","translate","sagarbora91","1","www/index.html","3988","element:h5","a4267e420102dc0d854522acc9ad4c06c84fe59fa71b4ba4f0485f823a9541f3"
"Purch.","खरेदी.","खरीद.","translate","sagarbora91","1","www/index.html","3989","element:th","5737b8b8ec722fd134fe4f19c367a954537867d0939437818f610d6e4e970375"
"Daily staff register","दैनिक कर्मचारी नोंदणी","दैनिक स्टाफ रजिस्टर","translate","sagarbora91","1","www/index.html","3996","element:summary","52fa27fb4feb5bb4cbdb25956f419b70e33ceb56530fb91963d1d867259c49cf"
"logged","लॉग केलेले","लॉग किया गया","translate","sagarbora91","1","www/index.html","3996","element:summary","7baa99652be2c7c7a89cd84eb9dd6b2cbd5f72217a229fdf08dfdd23eed637bb"
"Open Register","नोंदणी उघडा","रजिस्टर खोलें","translate","sagarbora91","1","www/index.html","4006","element:button","bae6cdda6a6a4175387895db532ef25bb93449534567a09ac26efe85eba2fd96"
"Sys stock","Sys स्टॉक","Sys स्टॉक","translate","sagarbora91","1","www/index.html","4013","element:th","c66107009c8ae3526ae7eac63e9fcebf61c801d857dbcc2fe9ea0069ba75373d"
"check s","तपासा","एस की जाँच करें","translate","sagarbora91","1","www/index.html","4019","element:summary","30193ceb769abd3fa12911e7b874290d5f778a2ea6d333a2d1e96b54a359de04"
"Cash sheet","रोख पत्रक","कैश शीट","translate","sagarbora91","1","www/index.html","4033","element:summary","b1622c443dce1be14813bb5347904233c89fed6c0a09149e669250e46f1c3bef"
"On leave","रजेवर","छुट्टी पर हूं","translate","sagarbora91","1","www/index.html","4041","element:summary","e5cf676470f47c0e05076db004f9b461d61a2198b8805bdffd4755deaa85db6d"
"Employee performance","कर्मचारी कामगिरी","कर्मचारी प्रदर्शन","translate","sagarbora91","1","www/index.html","4061","element:summary","7a0a7dee7a371ff0f4585dbf7791a7755f952bb8735225fdb8ebfecd53a5f47f"
"Groom %","वर %","दूल्हा %","translate","sagarbora91","1","www/index.html","4064","element:th","663b59b475791ed3bcf9e19757de76b2f1ec9fd36d8b130debf153870a17ae63"
"Run status: ·","धावण्याची स्थिती: ·","चलाने की स्थिति: ·","translate","sagarbora91","1","www/index.html","4080","element:h5","971609fd5d5079b98c330442edcd71377ac5926c9b3bce33f37be73b9b1ea7a6"
"audit s","ऑडिट एस","ऑडिट एस","translate","sagarbora91","1","www/index.html","4103","element:summary","076098cad47d9d6730a33170adb29bac32f99ed8cd0fab9d0c1f1005919e4764"
"CRO audit scores","CRO ऑडिट स्कोअर","सीआरओ ऑडिट स्कोर","translate","sagarbora91","1","www/index.html","4103","element:summary","a4a350c067dac77cbda0f1033d92e7ff29288ba219141a17a09c51233788e9e3"
"Audits","ऑडिट","लेखापरीक्षा","translate","sagarbora91","1","www/index.html","4107","element:th","2feab4bb1fa182f2b7294e7db9b4cd7477eb0c3b1cc3b59067e08d21dae53b04"
"Avg /100","सरासरी /100","औसत /100","translate","sagarbora91","1","www/index.html","4107","element:th","ff6b60d222c217da2a2bfb289273dffc33b744e39684077b2ad04e21d7b30884"
"Last grade","शेवटचा इयत्ता","अंतिम कक्षा","translate","sagarbora91","1","www/index.html","4107","element:th","511ddba7d4b5d81f682dc298b33a27d7480f719697cb95d4446a5530363bb892"
"checks","चेक","जाँच करता है","translate","sagarbora91","1","www/index.html","4114","element:summary","961f787b0cd3443fbc7c456886ecd25749c0485c4ae9a02f10599b17dad9f944"
"Grooming trend","ग्रूमिंग ट्रेंड","संवारने का चलन","translate","sagarbora91","1","www/index.html","4114","element:summary","261f3c7feaa66d6aeebf42a517cb0de221cbc8bc66ac9153d668b20dc7306563"
"· % · check s","· % · चेक एस","· % · जांचें एस","translate","sagarbora91","1","www/index.html","4117","attribute:title","fb603d50b7f3d990e2162a90476377df9e78b773213bb5db5805fdd9ece67fa5"
"Service job aging","सेवा नोकरी वृद्धत्व","सेवा कार्य उम्र बढ़ना","translate","sagarbora91","1","www/index.html","4125","element:summary","ef43093a1be5d259ae544e3faacea2f15e36b60fbd97a955cdc49d2085c58a06"
"Booked","बुक केले","बुक किया गया","translate","sagarbora91","1","www/index.html","4129","element:th","fd1331d7a6cd0309f8112bbab4d7f048055ac005f3abc9295de25f482ca1f9f7"
"Job","नोकरी","नौकरी","translate","sagarbora91","1","www/index.html","4129","element:th","ad617a0fdd57e3f4b8ebb27f6f60470bc4468aadec290db57e612f751767745d"
"Oldest open jobs","सर्वात जुन्या खुल्या नोकऱ्या","सबसे पुरानी खुली नौकरियाँ","translate","sagarbora91","1","www/index.html","4129","element:h5","ec41343a0ff39cefd22e040999a80fc1f9308ebb07dc6b6e0c4fbe378838205d"
"need attention","लक्ष देणे आवश्यक आहे","ध्यान देने की जरूरत है","translate","sagarbora91","1","www/index.html","4136","element:summary","8db7dd412259a585760a0b848128b26d3d4988e03d9d05a610c5d0c3fc43f633"
"Item","आयटम","वस्तु","translate","sagarbora91","1","www/index.html","4139","element:th","652bcc3a478428893cc505ae19f847b49be52f861bedc64bb192ceed409fa733"
"Upcoming items","आगामी आयटम","आगामी आइटम","translate","sagarbora91","1","www/index.html","4139","element:h5","a84a828b7ad782b3c36d686b7fa6b35c82fc2640194ba9c5a403a9f6be3b438b"
