"english","mr","hi","decision","reviewer","occurrences","first_path","first_line","first_kind","text_sha256"
"Enter amount","रक्कम प्रविष्ट करा","राशि दर्ज करें","pending-fluent-review","","2","www/modules/expense/index.html","1855","script-message","2d700ab232464414dd3ef5390068087580d63ac914e9257d3020ec478acf7e11"
"GSTIN looks unusual (expected 15 characters) — saved anyway","GSTIN असामान्य दिसतो (अपेक्षित 15 वर्ण) — तरीही सेव्ह केले","जीएसटीआईएन असामान्य दिखता है (अपेक्षित 15 अक्षर) - फिर भी सहेजा गया","pending-fluent-review","","2","www/modules/expense/index.html","1890","script-message","a1597e4e011b12e43724b71abe05b650886e469c83fe1992415fa34c0685e58b"
"Hairstyle","केशरचना","केश विन्यास","pending-fluent-review","","2","www/modules/grooming/index.html","655","element:th","58f99e41577830582b1dd628695f99a92cf32322aed222be733cc7bd9e695251"
"Uniform","एकसमान","वर्दी","pending-fluent-review","","2","www/modules/grooming/index.html","662","element:th","6a22b156718da1a50982d1b95ad694619ac5612ee78d74b7619a96c9eeb0bc33"
"Well-fitted — not too tight or too loose","चांगले-फिट केलेले — खूप घट्ट किंवा खूप सैल नाही","अच्छी तरह से फिट - बहुत तंग या बहुत ढीला नहीं","pending-fluent-review","","2","www/modules/grooming/index.html","663","element:th","b3971b45d99ebebd8e7801d3e6ea1c915ab9a86ae3fb95ab0f83bfc2b177502c"
"No loose threads, missing buttons, or faded colour","कोणतेही सैल धागे, गहाळ बटणे किंवा फिकट रंग नाही","कोई ढीला धागा, गायब बटन या फीका रंग नहीं","pending-fluent-review","","2","www/modules/grooming/index.html","665","element:th","65a1c9205ce60fdd0a21876eb2d96c23d3f24a922e4e70b5adcfb640d552598c"
"Shoes are black and polished — no tan or brown","शूज काळे आणि पॉलिश आहेत - टॅन किंवा तपकिरी नाहीत","जूते काले और पॉलिश किए हुए हैं - कोई भूरा या भूरा नहीं","pending-fluent-review","","2","www/modules/grooming/index.html","675","element:th","46df4eb66aa61fd0ecef2eeafcbc52550b0c49e8e4bf027eafab16c4e35d59e3"
"Belt is black and clearly visible — no tan or brown","बेल्ट काळा आणि स्पष्टपणे दृश्यमान आहे — टॅन किंवा तपकिरी नाही","बेल्ट काला है और स्पष्ट रूप से दिखाई देता है - कोई भूरा या भूरा नहीं","pending-fluent-review","","2","www/modules/grooming/index.html","676","element:th","38a90ed9329c5139dc80c97df09d9812d600f16532c518bd7773adc36d7fa26f"
"Watch: gold/silver or black/brown strap, simple dial","पहा: सोने/चांदी किंवा काळा/तपकिरी पट्टा, साधा डायल","घड़ी: सोना/चांदी या काला/भूरा पट्टा, साधारण डायल","pending-fluent-review","","2","www/modules/grooming/index.html","677","element:th","6c0fc8fa76ffba714e57084f08445d6003e0f970ac1eb56b0cbdec81526b468c"
"Nails clean, dry, and trimmed","नखे स्वच्छ, कोरडी आणि छाटलेली","नाखून साफ, सूखे और कटे हुए","pending-fluent-review","","2","www/modules/grooming/index.html","679","element:th","fc5c1767602d96747412cf645b823be4662798e6e416ac373d62aadf71f7222e"
"Unassigned","असाइन केलेले नाही","असाइन नहीं किया गया","pending-fluent-review","","2","www/modules/grooming/index.html","737","element:th","14d33bd014e6b4e7c3590a8a12e1ec4951d777593d6d6aef9ebe5faac9c8dac0"
"Type DELETE here","येथे DELETE टाइप करा","यहां DELETE टाइप करें","pending-fluent-review","","2","www/modules/leave/index.html","1176","attribute:placeholder","66a2b272dda41081ff1aa38a4b4d8e8c2ee8b3683421d9d313cfe9f1c8e07ae3"
"Viewing","पहात आहे","देखना","pending-fluent-review","","2","www/modules/leave/index.html","1783","script-message","9dc859e86f2ea28735bff0f1edeed52a31f15de1cabd11ca3765222c72de2cce"
"— Select Staff Member —","- कर्मचारी सदस्य निवडा -","- स्टाफ सदस्य का चयन करें -","pending-fluent-review","","2","www/modules/leave/index.html","2493","element:option","3ab3b709c547a8252c8299d8352456170b668720450e44e5c18a200ccc18c489"
"Late","कै","देर से","pending-fluent-review","","2","www/modules/payroll/index.html","1078","element:th","0f950da185fc88f4093db03f228d89a858b2c327a403d7df6f14f6386748d6b1"
"Payable","देय","देय","pending-fluent-review","","2","www/modules/payroll/index.html","1161","element:th","cd4c829345405747c429ae63a25bc3b3f5e497d0361b7a0783a052d6fac57426"
"Empr","एम्प्र","एम्प्र","pending-fluent-review","","2","www/modules/payroll/index.html","1179","element:th","6799c15e89a3a56fa5dd22d8f0eb0a914a8ee03a1abf64b732ee10a460b6395f"
"Ref No.","संदर्भ क्र.","संदर्भ सं.","pending-fluent-review","","2","www/modules/payroll/index.html","1318","element:th","1f6a3e65e8e77fe98e205e113410e95e5a0006395370234f1855cdfcc4dd6356"
"Voucher","व्हाउचर","वाउचर","pending-fluent-review","","2","www/modules/payroll/index.html","1322","element:th","48662446a8b6f685129d539f7cced5504ce1dad52c48f9b430417e6dded7bd5c"
"🟢 WA","🟢 WA","🟢वा","pending-fluent-review","","2","www/modules/payroll/index.html","2436","element:button","a41d586640a93efba4379c6affad79e4b6c686d9ffdfcf28b79668fa263940e6"
"Select an employee first.","प्रथम कर्मचारी निवडा.","पहले एक कर्मचारी चुनें.","pending-fluent-review","","2","www/modules/payroll/index.html","3234","script-message","49e2b1c851a17e392cd4b1bfacefc163f197f8f0af7d15a90f2a706bf99e6fe7"
"Prefill","प्रीफिल","पहले से भरना","pending-fluent-review","","2","www/modules/payroll/index.html","3761","script-message","d602d6e653ff0053fb1b840e8146e512ae3d6071c485955b08f4dd80a689f0c6"
"Feed","फीड","फ़ीड","pending-fluent-review","","2","www/modules/payroll/index.html","3798","element:th","396c3cb18f811a18a0859bd18bf8094c9dedcbbe92651bbd3aa7a6e0e6e3aee8"
"SM","एस.एम","एस.एम","pending-fluent-review","","2","www/modules/payroll/index.html","3875","element:th","6ff9250a7351ff2fa2f8c6872393edf6f5eb782c90256d65d87517d9c029ced2"
"10 digit mobile","10 अंकी मोबाईल","10 अंकीय मोबाइल","pending-fluent-review","","2","www/modules/qms/index.html","877","attribute:placeholder","f7abb0de9d3805750063eca63fd62a3781f2b5c1d2e872c0c51e62b0cabbb9a0"
"Select if under 18","18 वर्षाखालील असल्यास निवडा","यदि 18 वर्ष से कम है तो चयन करें","pending-fluent-review","","2","www/modules/qms/index.html","903","element:option","f4443f49ad46afe6b30677689529ba596e3fb4420990ce015600ae56543252aa"
"Privacy notice is unavailable — do not collect customer data.","गोपनीयता सूचना अनुपलब्ध आहे — ग्राहक डेटा संकलित करू नका.","गोपनीयता सूचना अनुपलब्ध है - ग्राहक डेटा एकत्र न करें।","pending-fluent-review","","2","www/modules/qms/index.html","994","script-message","2a99586bb7e24ce172d9b0d0a84b11ab50387ce7e4c786e2b6c526c2131ba3d2"
"Viewing a past date — read-only.","मागील तारीख पाहणे — केवळ वाचनीय.","पिछली तारीख देखना - केवल पढ़ने के लिए।","pending-fluent-review","","2","www/modules/qms/index.html","1120","script-message","632fa167f0d9fb266165df62b411dcd68ab0d00e0026a940fb312274f7ac9115"
"Mobile must be 10 digits.","मोबाईल 10 अंकी असणे आवश्यक आहे.","मोबाइल 10 अंको का होना चाहिए.","pending-fluent-review","","2","www/modules/qms/index.html","1131","script-message","1d0477db7386c57ce6e5b173950a405b4f1ca0a55d21b5848af1d9ddd244af60"
"Estimated lost value must be zero or more.","अंदाजे गमावलेले मूल्य शून्य किंवा अधिक असणे आवश्यक आहे.","अनुमानित खोया हुआ मूल्य शून्य या अधिक होना चाहिए।","pending-fluent-review","","2","www/modules/qms/index.html","1505","script-message","45b949d8b6c736e30001d7c10eb0ca42eaf845b5f89e5da5ba523a4ae8238861"
"No valid mobile number.","वैध मोबाईल नंबर नाही.","कोई वैध मोबाइल नंबर नहीं.","pending-fluent-review","","2","www/modules/qms/index.html","1742","script-message","00d77f251b0246b6ba07dd5740151cd8c9279dbceecc53a4d6a5f9db7460807b"
"🧾 Proforma Invoice","🧾 प्रोफॉर्मा बीजक","🧾 प्रोफार्मा चालान","pending-fluent-review","","2","www/modules/service/index.html","2408","element:button","88445fe8e6db26c68afac4c5438c113508b2c9e30d08e882d0f6fb99b767af51"
"⚠ Image processing failed","⚠ प्रतिमा प्रक्रिया अयशस्वी","⚠ छवि प्रसंस्करण विफल रहा","pending-fluent-review","","2","www/modules/service/index.html","2506","script-message","29b3580488debf20264e308bb7376142f48dc8ba0e15e4c425f5202e16126b7e"
"WhatsApp share opens from the app shell.","ॲप शेलमधून WhatsApp शेअर उघडतो.","व्हाट्सएप शेयर ऐप शेल से खुलता है।","pending-fluent-review","","2","www/modules/service/index.html","3251","script-message","51f81e91f330013a250226f569e139440fc0030254a3fb91bfa12be0e9411777"
"""Y"" Loc","""Y"" Loc","""वाई"" लोक","pending-fluent-review","","2","www/modules/stock/index.html","800","element:th","70e08b66a4c2f4ff20cff7c401041b6b76b1c9e211a88f173b9d5f3225162940"
"🖨 Print A4","🖨 A4 प्रिंट करा","🖨 A4 प्रिंट करें","pending-fluent-review","","2","www/modules/stock/index.html","912","element:button","18c770f8f2bf85dac604d564fc854bd9fb5926f21f999898fdcc0509717c7c89"
"Only SM can re-open.","फक्त SM पुन्हा उघडू शकतो.","केवल एसएम ही पुनः खोल सकता है।","pending-fluent-review","","2","www/modules/stock/index.html","2793","script-message","8a2778b22854569370517503fc1325873d35446f02b6a2b996dd6c74f524541c"
"OK","ठीक आहे","ठीक है","pending-fluent-review","","1","www/index.html","141","element:button","565339bc4d33d72817b583024112eb7f5cdf3e5eef0252d6ec1b9c9a94e12bb3"
"Build flavor","चव तयार करा","स्वाद बनाएँ","pending-fluent-review","","1","www/index.html","176","attribute:title","610e48180a3f77aa026d1f5966ddad0ba0fee89b5973117ecc30c7cf1ffef445"
"Open Reports hub","अहवाल हब उघडा","रिपोर्ट हब खोलें","pending-fluent-review","","1","www/index.html","290","attribute:title","ad0353dfc98d4a6a27cb8ead6809ce7c3b8233be7ba91b83594eef14d2060266"
"EMP001","EMP001","EMP001","pending-fluent-review","","1","www/index.html","474","attribute:placeholder","0c0eed7f7ab5877b2623ed2335e9d69c576bfea25c63fd86e0b4c5afc7028c45"
"HDFC / SBI","HDFC/SBI","एचडीएफसी/एसबीआई","pending-fluent-review","","1","www/index.html","484","attribute:placeholder","1a1ff83fd240fcdc1f7cf903e7b87093160660e462a41c4b5bfad56c5e48b8d0"
"HDFC0001234","HDFC0001234","एचडीएफसी0001234","pending-fluent-review","","1","www/index.html","486","attribute:placeholder","3ebcd3cc596ba28874dfe13c31fcb37110c8662bb98e1aa791035e6f87e36247"
"Firms & branches →","फर्म आणि शाखा →","फर्म और शाखाएँ →","pending-fluent-review","","1","www/index.html","529","element:button","1ea7cdf41d9b198398ae9e9973356d52831007c0aba32ef10e8a747548231023"
"⤵ Import from existing module data","⤵ विद्यमान मॉड्यूल डेटावरून आयात करा","⤵ मौजूदा मॉड्यूल डेटा से आयात करें","pending-fluent-review","","1","www/index.html","530","element:button","1a6bd2c84e26b8ce1024820e012040e68c5f5a918ea9c7b094d7450d0731b834"
"Gate on-leave staff","गेट रजेवर असलेले कर्मचारी","गेट पर छुट्टी पर कर्मचारी","pending-fluent-review","","1","www/index.html","573","element:label","388cad7c0e615eeada8c36bfd1727d6bcf4a565b8d46c318413270a93234e401"
"Yes — block on-leave from floor","होय — मजल्यापासून रजेवर ब्लॉक करा","हाँ - फ़्लोर से छुट्टी पर ब्लॉक करें","pending-fluent-review","","1","www/index.html","573","element:option","5a67a08577a2db8a84e65e584f5e59fe971cd4835cd8b39efe552e356e4cc1ce"
"Save rules","नियम जतन करा","नियम सहेजें","pending-fluent-review","","1","www/index.html","575","element:button","e5dbdffb8816481710315dce49956f5d089c2e1a79ffdcedc5a06677e2ec311e"
"Module settings (detected)","मॉड्यूल सेटिंग्ज (शोधले)","मॉड्यूल सेटिंग्स (पता चला)","pending-fluent-review","","1","www/index.html","578","element:h4","5a2c695369fcc43938f0bcd7e2d95d9fdb0b54b117b38a62b62c7710ed300825"
"Device storage","डिव्हाइस स्टोरेज","डिवाइस भंडारण","pending-fluent-review","","1","www/index.html","596","element:h4","b2ca4043ebf7dac9bcc73690e334ab57f3d945c18ec262f283f6a9ed6b0bd0ea"
"Device storage used","डिव्हाइस स्टोरेज वापरले","डिवाइस भंडारण का उपयोग किया गया","pending-fluent-review","","1","www/index.html","601","attribute:aria-label","3a17f80f7ff7b17637c149d21e2afa26bcec23aed73e044b0eca7ef78d0f0405"
"Set up automatic off-device backup","स्वयंचलित ऑफ-डिव्हाइस बॅकअप सेट करा","स्वचालित ऑफ-डिवाइस बैकअप सेट करें","pending-fluent-review","","1","www/index.html","615","element:button","6ee94ed0f1257848fcc9917a262f6acdff56cb76686cfd231b404581c85790b9"
"Run automatic backup now","आता स्वयंचलित बॅकअप चालवा","अब स्वचालित बैकअप चलाएँ","pending-fluent-review","","1","www/index.html","616","element:button","abc0b6796da413ec277112c58846c2a591974099f89e278cb0acc68b7c413fce"
"Back up → Share to Drive","बॅक अप → ड्राइव्हवर शेअर करा","बैकअप लें → ड्राइव पर साझा करें","pending-fluent-review","","1","www/index.html","617","element:button","d11a8b7cba5e15ebdc77219963c1f5f8d6a53fcb5e0efdb1645e1c588a60d266"
"Restore from device backup","डिव्हाइस बॅकअपमधून पुनर्संचयित करा","डिवाइस बैकअप से पुनर्स्थापित करें","pending-fluent-review","","1","www/index.html","619","element:button","8cfbf87c0121ba9b3638fbe75baa69b5f06f6479cc7eb6132a57dae618d30d1f"
"Storage performance acceptance (DAT-02)","स्टोरेज कामगिरी स्वीकृती (DAT-02)","भंडारण प्रदर्शन स्वीकृति (DAT-02)","pending-fluent-review","","1","www/index.html","625","element:h4","f7af826fe3dcb47f52cd52b448db14f933b30a324b31a731a83941225156452e"
"Run DAT-02 device test","DAT-02 डिव्हाइस चाचणी चालवा","DAT-02 डिवाइस परीक्षण चलाएँ","pending-fluent-review","","1","www/index.html","628","element:button","55a5a98a33993dadc31ba6e59d1da2fb0a635400042d0cfc6024932eacecdbe7"
"Export migration bundle","स्थलांतर बंडल निर्यात करा","निर्यात माइग्रेशन बंडल","pending-fluent-review","","1","www/index.html","634","element:button","c8d43966ef1f8ba23b5b5e015c6c8eef0586109cd314544380d69f6fdbec7fee"
"Undo last reset","शेवटचा रीसेट पूर्ववत करा","अंतिम रीसेट पूर्ववत करें","pending-fluent-review","","1","www/index.html","643","element:button","1c95dcf181b40979de5d700e02870b4e62c68200edcfdbcb41d854bd32d41024"
"Unlock admin","प्रशासक अनलॉक करा","व्यवस्थापक अनलॉक करें","pending-fluent-review","","1","www/index.html","673","element:button","d69dc8f44bdae56e7b70dc1c6056e3e35002d9822eb4850f4a74c2b729e9ebcd"
"Staff sign-in (accountability)","कर्मचारी साइन-इन (जबाबदारी)","स्टाफ़ साइन-इन (जवाबदेही)","pending-fluent-review","","1","www/index.html","677","element:h4","956c4c5f0c7665e918d4b0be8028083f3f1f4c6e46bc556aa2fd6169a279e352"
"Sign out","साइन आउट करा","साइन आउट करें","pending-fluent-review","","1","www/index.html","682","element:button","48f0d3d397d49f135f116d947a805b49f084f637154a8e9913e7233a11dc16a0"
"Manage staff PINs","कर्मचारी पिन व्यवस्थापित करा","स्टाफ पिन प्रबंधित करें","pending-fluent-review","","1","www/index.html","685","element:button","7868e0c6091a186d43b1d3eeeb72bf3b67b292dbea01df8921df125cd9e0da75"
"Require a sign-in PIN for each staff member","प्रत्येक कर्मचारी सदस्यासाठी साइन इन पिन आवश्यक आहे","प्रत्येक स्टाफ सदस्य के लिए एक साइन-इन पिन की आवश्यकता है","pending-fluent-review","","1","www/index.html","686","element:label","410c3d62a1ab0a95ba20cb89aca73a14a9fe5b9e7b1767c289f85b0b3b6e1b8a"
"R0-W1 SEC-02: when on, a staffer must have a sign-in PIN before they can be selected. The shared/nobody option is always available, so the device is never locked out.","R0-W1 SEC-02: चालू असताना, कर्मचाऱ्यांची निवड करण्यापूर्वी त्यांच्याकडे साइन-इन पिन असणे आवश्यक आहे. सामायिक/कोणीही पर्याय नेहमी उपलब्ध नसतो, त्यामुळे डिव्हाइस कधीही लॉक होत नाही.","R0-W1 SEC-02: चालू होने पर, किसी कर्मचारी के पास चयन से पहले एक साइन-इन पिन होना चाहिए। साझा/कोई नहीं विकल्प हमेशा उपलब्ध रहता है, इसलिए डिवाइस कभी भी लॉक नहीं होता है।","pending-fluent-review","","1","www/index.html","686","attribute:title","3da43829b5e328c23eb4e7336fbf46f2ece9593f46d1302d5bd1a1977adb7934"
"Auto-lock admin","स्वयं-लॉक प्रशासक","ऑटो-लॉक एडमिन","pending-fluent-review","","1","www/index.html","690","element:h4","79f24b660a4d3a3e4c43ddf5bcbd81d0cf9b9897ed23184ee5d7e52ff34e7e94"
"30 minutes","30 मिनिटे","30 मिनट","pending-fluent-review","","1","www/index.html","693","element:option","f01a042bbfb3dad3690ca485a4e242b31e1d541322ea37ff5be9115003ba6759"
"5 minutes","5 मिनिटे","5 मिनट","pending-fluent-review","","1","www/index.html","693","element:option","3170543ce47c2f0baa50254b13b82b58b0962675647c39a20643690168f572d7"
"Never","कधीच नाही","कभी नहीं","pending-fluent-review","","1","www/index.html","693","element:option","6300ef800bb884295b0b4b35682b75cecd7cc550d202db56d04a0643b8fb873f"
"10 minutes","10 मिनिटे","10 मिनट","pending-fluent-review","","1","www/index.html","693","element:option","b075b6e113fcf02aecc4e137449091a91a03426c303dbac028511136abe83797"
"1 minute","1 मिनिट","1 मिनट","pending-fluent-review","","1","www/index.html","693","element:option","e67b6f61f579060a649fa280b8697bc9bf5173a34f20570c25e603e1ed1a5905"
"3 minutes","3 मिनिटे","3 मिनट","pending-fluent-review","","1","www/index.html","693","element:option","0ea6670e3c9a6a59d464cc8ac56e4cd19759285765760c1150abe52c953bc852"
