"text_sha256","english","mr","hi","attention_flags","same_as_english_languages","formerly_missing_technical_literals","current_technical_literal_status","current_heuristic_false_positive","safe_literal_operations","semantic_correction","decision","reviewer","occurrences","first_path","first_line","first_kind"
"53e2c679835efc577dc321134bd02808b111107022ee1b0b85c22a58b06fcc1f","No module-entry PIN","मॉड्यूल-एंट्री PIN नाही","कोई मॉड्यूल-एंट्री PIN नहीं","formerly-missing-technical-literal","","hi:PIN; mr:PIN","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/index.html","6847","element:label"
"449995c4fe8fab389053dac72d77798c094dd4a3b7b3cfe69c4d78d119308dce","Actor","कृतीकर्ता","कार्रवाईकर्ता","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/index.html","6900","element:th"
"5764878bddd0ba04d078a03d1d5c4e5c655ef02b6aacee337692d3222bc301d4","PDF downloaded","PDF डाउनलोड केली","PDF डाउनलोड किया गया","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/index.html","7453","script-message"
"e27605aff4741c1e9951a832fb9f6b5dc05365e729b0139faf9af4e129e3a74b","Could not load the PDF engine — check the app and try again","PDF इंजिन लोड करू शकलो नाही — ॲप तपासा आणि पुन्हा प्रयत्न करा","PDF इंजन लोड नहीं हो सका - ऐप जांचें और पुनः प्रयास करें","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/index.html","7822","script-message"
"9f9f5425060fc53dc33459449aa0b55e2c42d1a05daf6e02600ef5b2a1bdc077","🖨 Print / Save as PDF","🖨 प्रिंट/PDF म्हणून सेव्ह करा","🖨 PDF के रूप में प्रिंट/सेव करें","formerly-missing-technical-literal","","hi:PDF; mr:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/cro_audit/index.html","1875","element:button"
"5f47f7640e758702719751d3e74954da72d03cfec2757b2d53e44603cbaa4dbf","CRO — Customer Relationship Officer","CRO - ग्राहक संबंध अधिकारी","CRO - ग्राहक संबंध अधिकारी","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/dsr/index.html","1430","element:option"
"9d00e2ce463a1cfe2deca4f7746fa0587d46ef93cb725668283815154c7cf014","Saved. Note: a QMS auto-sale of ₹","जतन केले. टीप: ₹ ची QMS स्वयं-विक्री","सहेजा गया. नोट: ₹ की QMS ऑटो-बिक्री","formerly-missing-technical-literal","","hi:QMS","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/dsr/index.html","2753","script-message"
"ae32949ab9e9c309d243d2558e97b5ce0c5047b76a14640a0fb008193459a4f4","Report unlocked for correction — CRO can now edit & re-submit","दुरुस्तीसाठी अहवाल अनलॉक केला — CRO आता संपादित आणि पुन्हा सबमिट करू शकतो","सुधार के लिए रिपोर्ट अनलॉक - CRO अब संपादित और पुनः सबमिट कर सकता है","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/dsr/index.html","3399","script-message"
"d8c5877c25ee3d06cefe9b100102dab3460291fca9cfaa9edfbd2571403a690c","Mkt","Mkt","बाज़ार","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/dsr/index.html","3437","element:th"
"c5ad4c8d34e13c1c6807b5b14b4e3c58828e37848899b1be5660adf717279dfb","Src","Src","एसआरसी","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/expense/index.html","1050","element:th"
"a592549d896fa07376ace671801f669696d85c6a9e257fa2831d3a3447b8f979","Every head already has a budget for","प्रत्येक खर्चाच्या मदासाठी बजेट आधीच आहे —","हर व्यय मद के लिए बजट पहले से मौजूद है —","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/expense/index.html","1964","script-message"
"9b40c6e674a5b9fd263b07e6be57cd53ec4e6314e12c0f34411a580646cd5d6c","Default GST rate (%) — used when a category has no rate below","डीफॉल्ट GST दर (%) — जेव्हा वर्गवारी खाली कोणताही दर नसतो तेव्हा वापरला जातो","डिफ़ॉल्ट GST दर (%) - इसका उपयोग तब किया जाता है जब किसी श्रेणी में कोई दर नीचे नहीं होती है","formerly-missing-technical-literal","","hi:GST","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/expense/index.html","2073","element:label"
"83e3dfde3db49f3efdf45c115bfc7e36337ca9dc2c383fa2b48b8329c537e4fb","Start Grooming Checklist →","ग्रूमिंग चेकलिस्ट सुरू करा →","ग्रूमिंग चेकलिस्ट शुरू करें →","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/grooming/index.html","621","element:button"
"1422a1e830d05d768eb2cf64bf6140da51ca9fd32f4db317f4368b754caa279d","Remove this CRO record?","या CRO च्या ग्रूमिंग तपासणीची नोंद काढायची?","क्या इस CRO की ग्रूमिंग जाँच का रिकॉर्ड हटाना है?","formerly-missing-technical-literal;semantic-wording-correction","","hi:CRO","compliant-after-pre-review-corrections","","","yes","pending-fluent-review","","1","www/modules/grooming/index.html","1257","script-message"
"bfe5f267f8bdd17db73bd984bdf24a1ff29f8402e5d8af6c25fd31c6f1d99200","LeaveDesk","LeaveDesk","लीवडेस्क","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/leave/index.html","799","element:h1"
"c6fa92b77e131355a576543f30b693d6eea3211cc7cd3b0c359f6205a4a5309a","Leave From cannot be after Leave To","रजेची सुरुवातीची तारीख रजेच्या शेवटच्या तारखेनंतर असू शकत नाही","छुट्टी की आरंभ तिथि छुट्टी की समाप्ति तिथि के बाद नहीं हो सकती","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/leave/index.html","2528","script-message"
"9b30e27244aa4599c9e7c51a6053288d4ed829aba10f753385bb62c702cf08f5","FY Balance (used/quota)","FY शिल्लक (वापरलेला/कोटा)","वित्तीय वर्ष (FY) शेष (प्रयुक्त/कोटा)","formerly-missing-technical-literal","","hi:FY","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/leave/index.html","2918","element:th"
"0c9618e9849a62c68ff5b0e62361c05f4b70b181db1ef47eed458a17f5f4f3b6","Sign","स्वाक्षरी","हस्ताक्षर","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/payroll/index.html","1087","element:th"
"0ca90781f851798711dedb33dbd281c588bd619fee0d2237c0e943ac00bac2e8","Amt","रक्कम","राशि","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/payroll/index.html","1163","element:th"
"7ab9dd1511ccf6e7fcb29b8a7dc3b863485ce592be1584b83f1defcf1665d6f4","CTC","CTC","सीटीसी","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1164","element:th"
"5082465f4783b38e41a00b7ea7c8486aaaddd7287015ab33b6ac344fdebe83eb","Spec.","विशेष","विशेष","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/payroll/index.html","1174","element:th"
"064ec95fd0ecc5d72f31aa9726f57d1352ab6aaf79cf0c8d82f767f9a000f66c","UAN","UAN","यूएएन","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1240","element:th"
"79417da6852ebfdb20963fd512523ca5afc79a7c025f2754598e60d5eeb3db13","(NEFT/UTR)","(NEFT/UTR)","(एनईएफटी/यूटीआर)","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1246","element:th"
"9a4dae46ea252440803921ea2e7ea549557070b6ef15be62674dd07d61272e8f","e.g. UPI ref / cheque no.","उदा. UPI संदर्भ / धनादेश क्र.","जैसे: UPI संदर्भ / चेक सं.","formerly-missing-technical-literal;semantic-wording-correction","","hi:UPI","compliant-after-pre-review-corrections","","","yes","pending-fluent-review","","1","www/modules/payroll/index.html","1298","attribute:placeholder"
"a9008b70a16a8028b7f206e351dce99f2ff4d39ccc3587d7338d89c558146fd2","EMI/mo","EMI/mo","ईएमआई/माह","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1314","element:th"
"25dcbc8c6ab21aba34d77cfab37232d8926b2b2aa3c2a3cb7bbc6c641555b1a0","📄 Generate F&F PDF","📄 F&F PDF जनरेट करा","📄 F&F PDF जेनरेट करें","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1378","element:button"
"0a07556468c012c01b1c522e0787c0bbf921e1e5fabe72c877ce887fc35efbd2","📄 Export Register PDF","📄 एक्सपोर्ट रजिस्टर PDF","📄 निर्यात रजिस्टर PDF","formerly-missing-technical-literal","","hi:PDF; mr:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1453","element:button"
"017598390a78c49a6c0c79ee27f61e02f40d782e22f072bbd7228b753cbb25fc","📥 Export Bank CSV","📥 निर्यात बँक CSV","📥एक्सपोर्ट बैंक CSV","formerly-missing-technical-literal","","hi:CSV","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1458","element:button"
"c7de05dfd26c96f40111ee27d2b57df226e875f0c34ede65a978d1c753343f7c","📄 Member-wise PDF","📄 सदस्यनिहाय PDF","📄 सदस्य-वार PDF","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1466","element:button"
"0462af3223bfae6bbe1174aa311703c1969418a5167f2b557ada77b902ed8364","Member-wise CSV","सदस्यानुसार CSV","सदस्य-वार CSV","formerly-missing-technical-literal","","hi:CSV","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1467","element:button"
"93d2259c3614d028ac606742da2429c41ebb459f800256576d497d4c5ecf636d","Search name or ID…","नाव किंवा ID शोधा…","नाम या ID खोजें…","formerly-missing-technical-literal","","hi:ID; mr:ID","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1565","attribute:placeholder"
"1ee27df145b59ac40311974e7a0a35ce6da2783ea1645ec6d572fbbdae01931f","Export ZIP of Individual PDFs","वैयक्तिक PDF ची ZIP निर्यात करा","व्यक्तिगत PDFs का ZIP निर्यात करें","formerly-missing-technical-literal","","hi:ZIP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1595","element:button"
"dd0333492edae7576114a2c7fdfe01fc2f906955625ba0e1937db56d2654dd2b","Export Single Combined PDF","एकल एकत्रित PDF निर्यात करा","एकल संयुक्त PDF निर्यात करें","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1596","element:button"
"863699a56bde88b63ad01be35d8e3c593327c721c5f626d552bc0c527bcb1cd1","Export These as ZIP","हे ZIP म्हणून निर्यात करा","इन्हें ZIP के रूप में निर्यात करें","formerly-missing-technical-literal","","hi:ZIP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","1600","element:button"
"3c0aaae3e764ff05e0a163083e30b623996a3bad8f8aa7e5e2008583d18868f2","9XXXXXXXXX","9XXXXXXXXX","9XXXXXXXXX","same-as-english-review;safe-literal-preservation","hi|mr","","","","1","","pending-fluent-review","","1","www/modules/payroll/index.html","2415","attribute:placeholder"
"02f085599fbfe1ddd6b97615eee101946772dec822faf05c99b7c0de7785920a","Add the employee's mobile in Employee Master to open WhatsApp. Use 📄 PDF to share the voucher.","व्हॉट्सॲप उघडण्यासाठी कर्मचारी मास्टरमध्ये कर्मचाऱ्याचा मोबाइल जोडा. व्हाउचर शेअर करण्यासाठी 📄 PDF वापरा.","WhatsApp खोलने के लिए कर्मचारी के मोबाइल को कर्मचारी मास्टर में जोड़ें। वाउचर साझा करने के लिए 📄 PDF का उपयोग करें।","formerly-missing-technical-literal","","hi:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/payroll/index.html","3003","script-message"
"f8c63ab83d4d810ab0bb947acf0b77afc435941828f439390ca7c9d2bdd6f001","Select at least one CRO.","किमान एक CRO निवडा.","कम से कम एक CRO चुनें.","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","792","script-message"
"3e191dcd6d2ddbc118f69bb3e6ed8bab4a0f15c5d483d0d494927a25675228d1","CRO-06","CRO-06","CRO-06","same-as-english-review;safe-literal-preservation","hi|mr","","","","1","","pending-fluent-review","","1","www/modules/qms/index.html","793","attribute:placeholder"
"1ce382e4ee6b15a0594984430b60f52b03ae7c9a66ae2c11ffa77ba38f4cbf3e","CRO added.","CRO जोडण्यात आला.","CRO जोड़ा गया।","formerly-missing-technical-literal;semantic-wording-correction","","hi:CRO","compliant-after-pre-review-corrections","","","yes","pending-fluent-review","","1","www/modules/qms/index.html","794","script-message"
"4d02dd0507ceff7ee28dbb730be336a23263a3f6c54ec928d67536163bc39af0","No CRO left to add.","जोडण्यासाठी कोणताही CRO शिल्लक नाही.","जोड़ने के लिए कोई CRO नहीं बचा।","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","795","script-message"
"15ca12d9cc125a503883b55acd0217988654bb062d74bd45add8dbe1d6079905","CRO added to today.","CRO आजच्या रोटेशनमध्ये जोडण्यात आला.","CRO को आज की रोटेशन में जोड़ा गया।","formerly-missing-technical-literal;semantic-wording-correction","","hi:CRO","compliant-after-pre-review-corrections","","","yes","pending-fluent-review","","1","www/modules/qms/index.html","796","script-message"
"0938007cf9b752e7273f239102343f5260eb41568b29afe3f6de29aeb060f58d","Remove this CRO from today's rotation?","हा CRO आजच्या रोटेशनमधून काढायचा?","इस CRO को आज के रोटेशन से हटाएं?","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","800","script-message"
"eb4d2565950342a4655e9b6566667e0197dc00b27b3ee20da07c7bf7ec15d1f5","Select a CRO.","एक CRO निवडा.","एक CRO चुनें.","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","835","script-message"
"3cea98a34bfc8890ea2d77677e5ade4fd7f22b52ff06c04fd5e0e7df7eaa9cda","Save & Allocate CRO →","CRO जतन करा आणि वाटप करा →","CRO सहेजें और आवंटित करें →","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","903","element:button"
"aa08bbced1ca286605b531d2b0224ced606f9a0d29a0e91707c75685fed91179","Select a valid CRO.","एक वैध CRO निवडा.","एक वैध CRO चुनें.","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1306","script-message"
"ee4d768c452506c6ea7cb0c68d49612f870fc163947a3923cadbb4a8e805b484","The queue visit or selected CRO is no longer available.","रांग भेट किंवा निवडलेला CRO यापुढे उपलब्ध नाही.","कतार विज़िट या चयनित CRO अब उपलब्ध नहीं है।","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1319","script-message"
"86443e841f0179782df4ac84a5cab1e5bbc59927db201805f8b6223f96de76c3","Assign CRO first.","प्रथम CRO नियुक्त करा.","पहले CRO नियुक्त करें।","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1394","script-message"
"de7120da172868cdecc6803d74bfad178c655f1f5a09d29c41863b641895a790","CRO cannot reassign.","CRO पुन्हा नियुक्त करू शकत नाही.","CRO पुनः असाइन नहीं कर सकता.","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1404","script-message"
"5baf1c421782ce53e00198e5cf65dc3b6786e4e1addae257e4acc933b1752df2","CRO reassigned.","CRO पुन्हा नियुक्त केला.","CRO को पुनः नियुक्त किया गया।","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1405","script-message"
"a71e757324467ccfe2ae90f483fd759eff5378e6afcfcce4c620de929b3f2dd8","Watch","घड्याळ","घड़ी","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/qms/index.html","1427","attribute:placeholder"
"c9a45efa038ac1df6309104d4559b6c2c46552d6739963d458c3052f0d1cb9b8","CRO updated.","CRO अद्यतनित.","CRO अद्यतन किया गया।","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/qms/index.html","1828","script-message"
"c72e3cb24603f4f91781df2483fbc3010297089d917e84afca7eff39c6784b89","Search cases by ID, name, mobile, brand or model…","ID, नाव, मोबाइल, ब्रँड किंवा मॉडेलनुसार केस शोधा…","ID, नाम, मोबाइल, ब्रांड या मॉडल के आधार पर मामले खोजें...","formerly-missing-technical-literal","","hi:ID; mr:ID","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/service/index.html","1652","attribute:placeholder"
"2a539d6520266b56c3b0c525b9e6128858baeccb5ee9b694a2906e123c8d6dd3","email@example.com","email@example.com","email@example.com","same-as-english-review","hi|mr","","","","","","pending-fluent-review","","1","www/modules/service/index.html","1833","attribute:placeholder"
"58b6eb7d69634360c6ae8fa941fa62b674b0342539c4bf182febd1c1e9b7e08b","e.g. Aadhar 1234-5678","उदा. आधार 1234-5678","जैसे आधार 1234-5678","safe-literal-preservation","","","","","1","","pending-fluent-review","","1","www/modules/service/index.html","1845","attribute:placeholder"
"ced97cc4a377b5b4386d9c67bc4f4e14febb561903a27409ce7a2886368b75bb","Mint","नव्यासारखी स्थिती","बिल्कुल नई जैसी स्थिति","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/service/index.html","1988","element:label"
"94dfd46d9dae63e6c692415bbab8e266c777e87cdd77beab02583b8ed7bd874d","Poor","खराब स्थिती","खराब स्थिति","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/service/index.html","1992","element:label"
"46561cd1682cd0537185ffabe1d08c5daac0f89fd9ec5e07f6c73a0483a6d13f","Tech. ID / Initials","टेक. ID / आद्याक्षरे","Tech. ID/आद्याक्षर","formerly-missing-technical-literal","","hi:ID; mr:ID","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/service/index.html","2142","element:label"
"c8197f3c5adac18b04e27c27b0efda93a0d438a4fb0204dfffbdb0f42b42f3e6","ID or initials","ID किंवा आद्याक्षरे","ID या आद्याक्षर","formerly-missing-technical-literal","","hi:ID; mr:ID","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/service/index.html","2143","attribute:placeholder"
"82d0a82c06e396c32624e4c570446c953b182571a15da01045d6385a4b8a2308","UPI / txn reference","UPI / txn संदर्भ","UPI/txn संदर्भ","formerly-missing-technical-literal","","hi:UPI","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/service/index.html","2347","attribute:placeholder"
"cb9ca96e138dd5386894ed5f1552d03225046e02cef91be5554171d9e1fe20c0","GST tax invoice (service / non-franchise only)","GST कर बीजक (केवळ सेवा / नॉन फ्रँचायझी)","GST कर चालान (केवल सेवा/गैर-फ़्रैंचाइज़ी)","formerly-missing-technical-literal","","hi:GST","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/service/index.html","2409","attribute:title"
"31f78c0857bbe505919ea71628d69d030190de571c79286f210ea3489181419d","Denomination","चलनी मूल्य","मूल्यवर्ग","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/service/index.html","4207","element:th"
"1c8ac867f052ea4adb4598c4e3789bbf7b5f758cc7ebab7cfe746f180f43f91e","Visit","प्रत्यक्ष भेट","प्रत्यक्ष मुलाकात","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/service/index.html","4758","element:option"
"81bc22c72ae391960522d0a508c3ee806f0c4062673f878f983bc492b0ffea75","Days where counted physical ≠ closing system","प्रत्यक्ष मोजणी ≠ प्रणालीतील अंतिम संख्या असलेले दिवस","जिन दिनों भौतिक गणना ≠ सिस्टम की अंतिम संख्या","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/stock/index.html","976","attribute:title"
"7e73da30fa1838be286e36400fbcd9cdb40f1fbae5c3e556fec5a80b4de5c5ca","CRO Names","CRO नावे","CRO नाम","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/stock/index.html","1030","element:h3"
